,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,price,date,latitude,longitude,address1,address2,address3,city,zip_code,country,state,coordinates,location
10,6duewmYkdLJCber0Hpfs6g,catch-by-simonis-scheveningen,Catch By Simonis,https://s3-media1.fl.yelpcdn.com/bphoto/nPSYU3Mz9kCxxd8zUKBJMg/o.jpg,False,https://www.yelp.com/biz/catch-by-simonis-scheveningen?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,19,Diners,4.0,[],31703387609.0,+31 70 338 7609,3973.672651605217,3.0,2021-08-13,52.0946235824583,4.26473418742078,Dr. Lelykade 43,,,Scheveningen,2583 CL,NL,ZH,,
11,wM-1624YHRImP9SvmwKQjQ,solo-vino-gusto-den-haag,Solo Vino Gusto,https://s3-media2.fl.yelpcdn.com/bphoto/kfSKgTC7l2r8OKGZBcZ_ow/o.jpg,False,https://www.yelp.com/biz/solo-vino-gusto-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,11,Italian,4.0,[],31703020208.0,+31 70 302 0208,1065.280956356254,2.0,2021-08-13,52.08022,4.31635,Plein 22,,,Den Haag,2511 CS,NL,ZH,,
12,rUN_5k6c-V5F7yshXrExBA,louwman-museum-den-haag,Louwman Museum,https://s3-media3.fl.yelpcdn.com/bphoto/W7ozZNn8h_qkOntwu8BBxA/o.jpg,False,https://www.yelp.com/biz/louwman-museum-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,8,Museums,5.0,[],31703047373.0,+31 70 304 7373,4227.206858672672,0.0,2021-08-13,52.0996284,4.3486199,Leidsestraatweg 57,,,Den Haag,2594 BB,NL,ZH,,
13,Ngb6GopSWpqMJClK_ccBbg,bloem-den-haag-4,BLOEM,https://s3-media2.fl.yelpcdn.com/bphoto/P2j1tsPu_k9ceuXwaSrxuw/o.jpg,False,https://www.yelp.com/biz/bloem-den-haag-4?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,7,Cafes,4.5,[],31707370589.0,+31 70 737 0589,996.069553666911,2.0,2021-08-13,52.0793798,4.3169706,Korte Houtstraat 6,,,Den Haag,2511 CD,NL,ZH,,
14,C_GayYvZCHYqhmyJQS29Zg,plein-19-den-haag,Plein 19,https://s3-media4.fl.yelpcdn.com/bphoto/KlgTLTGVdqGPBYkhy85r1Q/o.jpg,False,https://www.yelp.com/biz/plein-19-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,9,Cafes,4.0,[],31703461086.0,+31 70 346 1086,1052.2114957659571,3.0,2021-08-13,52.08009,4.31647,Plein 19,,,Den Haag,2511 CS,NL,ZH,,
15,XT7womv9vRdIBXksR7sJ6g,ruiseñor-den-haag,Ruiseñor,https://s3-media1.fl.yelpcdn.com/bphoto/4U7U1bV1yIrJtIxxSdfdGQ/o.jpg,False,https://www.yelp.com/biz/ruise%C3%B1or-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,8,Mexican,4.5,[],31705147049.0,+31 70 514 7049,1547.4187894444306,4.0,2021-08-13,52.08559,4.31196,Denneweg 120 A,,,Den Haag,2514 CL,NL,ZH,,
16,aIW9YJknQnijkwmF63tzDg,dudok-den-haag,Dudok,https://s3-media1.fl.yelpcdn.com/bphoto/IlD7QLNC5nKXciYLa2Y01Q/o.jpg,False,https://www.yelp.com/biz/dudok-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,14,Cafes,3.5,[],31708900100.0,+31 70 890 0100,780.5194975146776,2.0,2021-08-13,52.07867,4.3116,Hofweg 1,,,Den Haag,2511 AA,NL,ZH,,
17,DhI3clu7wRcrMGqxRGRVdA,los-argentinos-den-haag,Los Argentinos,https://s3-media2.fl.yelpcdn.com/bphoto/Qd7QtpwJuGjUpvyMAPiuLw/o.jpg,False,https://www.yelp.com/biz/los-argentinos-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,12,Argentine,3.5,[],31703468523.0,+31 70 346 8523,709.8652922384291,3.0,2021-08-13,52.0780976994082,4.31012852217312,Kettingstraat 14,,,Den Haag,2511 AN,NL,ZH,,
18,C91tElixTCVYkm7Fe22DdQ,curry-en-cocos-den-haag,Curry & Cocos,https://s3-media3.fl.yelpcdn.com/bphoto/77R-CahtiH62wDX1BIn8qQ/o.jpg,False,https://www.yelp.com/biz/curry-en-cocos-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,6,Thai,5.0,[],31703602600.0,+31 70 360 2600,1594.988225749343,3.0,2021-08-13,52.0816177,4.2924794,Prins Hendrikstraat 83,,,Den Haag,2518 HL,NL,ZH,,
19,7akr0HsQG1oMUEkiJgvtGg,sumo-the-hague,Sumo,https://s3-media4.fl.yelpcdn.com/bphoto/ykYYiLXgiji8d2Pounf35Q/o.jpg,False,https://www.yelp.com/biz/sumo-the-hague?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,6,Japanese,4.5,[],31702210044.0,+31 70 221 0044,1160.2701591650869,3.0,2021-08-13,52.080592,4.31835,Herengracht 2-6,,,The Hague,2511 EH,NL,ZH,,
20,rdxfbGzjky5U-hZ_qb2W2w,five-guys-den-haag,Five Guys,https://s3-media4.fl.yelpcdn.com/bphoto/u_idm9pmLtpg8dRJALCytg/o.jpg,False,https://www.yelp.com/biz/five-guys-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,5,Burgers,4.5,[],31702197710.0,+31 70 219 7710,802.1876805398623,0.0,2021-08-13,52.07822,4.31433,Spui 10,,,Den Haag,2511 BS,NL,NH,,
21,ZXy6MikiPreYvonyRjqJEQ,burgerz-den-haag,Burgerz,https://s3-media1.fl.yelpcdn.com/bphoto/b3jTWikOjqPo9Yv1F33KGA/o.jpg,False,https://www.yelp.com/biz/burgerz-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,16,Burgers,3.5,[],31703560062.0,+31 70 356 0062,802.5351616268745,2.0,2021-08-13,52.07867,4.30625,Prinsestraat 23,,,Den Haag,2513 CA,NL,ZH,,
22,3UuqkiDkeUVuPenDWMchqw,noh-restaurant-den-haag,Noh Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/6ZI4IG4YjgJnb0Xfr-j2dQ/o.jpg,False,https://www.yelp.com/biz/noh-restaurant-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,4,Japanese,5.0,[],31703633320.0,+31 70 363 3320,947.55679894429,0.0,2021-08-13,52.0797,4.30448,Prinsestraat 77,,,Den Haag,2513 CC,NL,ZH,,
23,xUDziYs5fZq8DYUu26rBiw,full-moon-express-den-haag,Full Moon Express,https://s3-media4.fl.yelpcdn.com/bphoto/Jwd01R1Td_hK8FxX1c9U_g/o.jpg,False,https://www.yelp.com/biz/full-moon-express-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,11,Japanese,3.5,[],31703605272.0,+31 70 360 5272,421.4697764498716,2.0,2021-08-13,52.0752487,4.3116798,Gedempte Burgwal 41,,,Den Haag,2512 BS,NL,ZH,,
24,LWW7lFBKb6VubiHMiYmfVA,chocolaterie-de-lelie-delft,Chocolaterie De Lelie,https://s3-media3.fl.yelpcdn.com/bphoto/_fQYQ9G20O2VCH3y2hheNA/o.jpg,False,https://www.yelp.com/biz/chocolaterie-de-lelie-delft?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,12,Chocolatiers & Shops,5.0,[],31152120363.0,+31 15 212 0363,7285.980410905444,1.0,2021-08-13,52.013023,4.356702,Voorstraat 10,,,Delft,2611 JP,NL,ZH,,
25,hwBqqgXUJVR2ZAa5919vPA,barlow-bar-and-restaurant-den-haag,Barlow Bar & Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/f-axWVpl8iXHmCmpW4o0Ww/o.jpg,False,https://www.yelp.com/biz/barlow-bar-and-restaurant-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,8,Lounges,4.0,[],31703923655.0,+31 70 392 3655,1032.713232113434,2.0,2021-08-13,52.07983,4.3166399,Plein 15-16,,,Den Haag,2511 CR,NL,ZH,,
26,uj0sg8c7BUSPkf9WBUYtfg,kee-lun-palace-den-haag,KEE LUN Palace,https://s3-media4.fl.yelpcdn.com/bphoto/TmoLJCgSCaHV0xkqriTNTQ/o.jpg,False,https://www.yelp.com/biz/kee-lun-palace-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,13,Dim Sum,3.5,[],31703649988.0,+31 70 364 9988,486.9194601042378,2.0,2021-08-13,52.07532,4.31348,Wagenstraat 95-99,,,Den Haag,2512 AS,NL,ZH,,
27,pa02wicqRcvdVL1eI1I_5g,hills-en-mills-delft,Hills & Mills,https://s3-media4.fl.yelpcdn.com/bphoto/OzFxipSY8gk7Ca1s0rlvsQ/o.jpg,False,https://www.yelp.com/biz/hills-en-mills-delft?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,19,Asian Fusion,4.5,[],31152123930.0,+31 15 212 3930,7556.325022681071,3.0,2021-08-13,52.01093,4.35868,Oude Langendijk 6,,,Delft,2611 GK,NL,ZH,,
28,BQycEmGR0cgvqTAhgE-yBA,momiji-sushi-s-gravenhage,Japans Restaurant Momiji Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/HUHL-m__x0EXNQvztAYTVQ/o.jpg,False,https://www.yelp.com/biz/momiji-sushi-s-gravenhage?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,10,Sushi Bars,3.5,[],31704277999.0,+31 70 427 7999,597.333184006214,3.0,2021-08-13,52.0761207,4.3144228,Rabbijn Maarsenplein 1,,,'s-Gravenhage,2512 HJ,NL,ZH,,
29,4gQQHQNIexurSK7WgVEmHw,restaurant-hudson-den-haag,Restaurant Hudson,https://s3-media2.fl.yelpcdn.com/bphoto/zlh8_rHCuYhazMj6TifjhA/o.jpg,False,https://www.yelp.com/biz/restaurant-hudson-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,6,Salad,5.0,[],31703585330.0,+31 70 358 5330,2883.50167200646,2.0,2021-08-13,52.0880717,4.2766241,Aert van der Goesstraat 21-23,,,Den Haag,2582 AH,NL,ZH,,
30,AZAT2LHCbKeblHKg4NtiMA,scheveningen-beach-den-haag,Scheveningen Beach,https://s3-media1.fl.yelpcdn.com/bphoto/RgKhGI77K0DnWkpVc898qw/o.jpg,False,https://www.yelp.com/biz/scheveningen-beach-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,10,Beaches,4.5,[],,,5026.7680947814015,0.0,2021-08-13,52.1120646875247,4.27615944307182,Strandweg,,,Den Haag,,NL,ZH,,
31,jKI0LBj8PbIWN2nbv3c1-w,huppel-the-pub-den-haag,Huppel The Pub,https://s3-media4.fl.yelpcdn.com/bphoto/WS2grXw0Gk-s2NGcPyv16A/o.jpg,False,https://www.yelp.com/biz/huppel-the-pub-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,6,Pubs,4.5,[],31703609113.0,+31 70 360 9113,830.4816131497063,2.0,2021-08-13,52.0790901,4.3073602,Oude Molstraat  21,,,Den Haag,2513 BA,NL,ZH,,
32,wxh5SzQp-c8vspS7kAB_cA,lunchroom-tasty-den-haag,Lunchroom Tasty,https://s3-media2.fl.yelpcdn.com/bphoto/w-Hw_zvIfhb7SMP28A-awQ/o.jpg,False,https://www.yelp.com/biz/lunchroom-tasty-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,7,Breakfast & Brunch,4.5,[],31703554040.0,+31 70 355 4040,3347.3647008646667,1.0,2021-08-13,52.0947,4.27765,Frederik Hendriklaan 58,,,Den Haag,2582 BD,NL,ZH,,
33,2-5Z5v_78o4szweAYjPOjw,songkhla-den-haag,Songkhla,https://s3-media1.fl.yelpcdn.com/bphoto/ayNrl8zL2w03CIq1Gj-Y3A/o.jpg,False,https://www.yelp.com/biz/songkhla-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,6,Thai,4.5,[],31703640815.0,+31 70 364 0815,479.0713931204348,3.0,2021-08-13,52.07555,4.31264,Gedempte Burgwal 2-F,,,Den Haag,2512 BT,NL,ZH,,
34,3sKiuY6aW4RWGz-VTVCI1w,le-gone-traiteur-lyonnais-den-haag,Le Gone Traiteur Lyonnais,https://s3-media1.fl.yelpcdn.com/bphoto/vNjlF8zelSvMwcIFZCDwKw/o.jpg,False,https://www.yelp.com/biz/le-gone-traiteur-lyonnais-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,5,French,4.5,[],31703625026.0,+31 70 362 5026,1355.6440075488176,0.0,2021-08-13,52.08354,4.30434,Noordeinde 200 C,,,Den Haag,2514 GS,NL,ZH,,
35,Cl41-mAp9Fw3tVSkY-iwrw,jamey-bennett-den-haag,Jamey Bennett,https://s3-media2.fl.yelpcdn.com/bphoto/qr3QykmOG34GVahC27A5rQ/o.jpg,False,https://www.yelp.com/biz/jamey-bennett-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,7,Cafes,4.0,[],31703650235.0,+31 70 365 0235,884.0436649762319,2.0,2021-08-13,52.079679,4.309144,Plaats 11,,,Den Haag,2513 AD,NL,ZH,,
36,FNZZIbn_XVTK2atwc5ppzQ,the-raffles-den-haag,The Raffles,https://s3-media2.fl.yelpcdn.com/bphoto/bzFXHWKiDjkAZ8pVd7KyMw/o.jpg,False,https://www.yelp.com/biz/the-raffles-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,4,Indonesian,5.0,[],31703458587.0,+31 70 345 8587,1936.5159395715405,0.0,2021-08-13,52.08916,4.31023,Javastraat 63,,,Den Haag,2585 AG,NL,ZH,,
37,XVJBGen5V10CSVMjWGj8_g,keraton-damai-den-haag-2,Keraton Damai,https://s3-media2.fl.yelpcdn.com/bphoto/pD6PPoptMrW7ya-8jhJ7Nw/o.jpg,False,https://www.yelp.com/biz/keraton-damai-den-haag-2?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,6,Indonesian,4.5,[],31703639371.0,+31 70 363 9371,2463.534395245197,2.0,2021-08-13,52.0834196387957,4.27876495935295,Groot Hertoginnelaan 57,,,Den Haag,2517 EC,NL,ZH,,
38,9Lg-tESNqOeOUysxeeyE-w,de-beierd-delft,De Beierd,https://s3-media2.fl.yelpcdn.com/bphoto/r3TlE2lobgkiqlAa_YmYRA/o.jpg,False,https://www.yelp.com/biz/de-beierd-delft?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,10,Bars,5.0,[],31152190090.0,+31 15 219 0090,7597.861901657507,2.0,2021-08-13,52.0111504,4.3607898,Burgwal 18,,,Delft,2611 GJ,NL,ZH,,
39,2BbKYiGwxRjQpWzdAzg06g,havana-den-haag-den-haag,Havana Den Haag,https://s3-media3.fl.yelpcdn.com/bphoto/wFudS2NcmJdSamPK9R16GA/o.jpg,False,https://www.yelp.com/biz/havana-den-haag-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,13,Pubs,3.5,[],31765220301.0,+31 76 522 0301,960.9814537223748,2.0,2021-08-13,52.08,4.31347,Buitenhof 19,,,Den Haag,2513 AG,NL,ZH,,
40,GW7BBJcRoBSITv2sfvdahw,limon-den-haag,Limon,https://s3-media2.fl.yelpcdn.com/bphoto/cwKcuVeo7Y5IP-8it0uZgg/o.jpg,False,https://www.yelp.com/biz/limon-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,7,Spanish,4.0,[],31703561465.0,+31 70 356 1465,1551.0769529267684,3.0,2021-08-13,52.0855598,4.3122702,Denneweg 39A,,,Den Haag,2514 CC,NL,ZH,,
41,AKN_C2iSfenZzhhciPuL_g,wiener-konditorei-den-haag,Wiener Konditorei,https://s3-media2.fl.yelpcdn.com/bphoto/xadmxd4HrT0hIxsB4G59JA/o.jpg,False,https://www.yelp.com/biz/wiener-konditorei-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,6,Bakeries,4.5,[],31703600549.0,+31 70 360 0549,1082.4723965034786,2.0,2021-08-13,52.080077,4.317538,Korte Poten 23a,,,Den Haag,2511 EC,NL,ZH,,
42,LtPMcM7yWt6AnJw1IpgRMw,la-liguria-den-haag,La Liguria,https://s3-media3.fl.yelpcdn.com/bphoto/XDXHQWb_NY5TscUATgshEg/o.jpg,False,https://www.yelp.com/biz/la-liguria-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,4,Italian,5.0,[],31703658387.0,+31 70 365 8387,1249.356115406805,4.0,2021-08-13,52.0826683,4.30548,Noordeinde 97,,,Den Haag,2514 GD,NL,ZH,,
43,XqVJ36vB7ko4hZnIzw6qbQ,pâtisserie-philippe-galerne-den-haag,Pâtisserie Philippe Galerne,https://s3-media2.fl.yelpcdn.com/bphoto/0fMPKuLReLZ3JZAAh_IemQ/o.jpg,False,https://www.yelp.com/biz/p%C3%A2tisserie-philippe-galerne-den-haag?adjust_creative=L5zlsfdYmuVOUUJOF5p5Ng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5zlsfdYmuVOUUJOF5p5Ng,5,Cafes,5.0,[],,,2989.8826660804007,0.0,2021-08-13,52.08743,4.27404,,,,Den Haag,2582 VS,NL,ZH,,
